method,use_morphology,seed,task,global_step,update,episodic_return,episodic_success,policy_loss,value_loss,entropy,approx_kl,clipfrac,distill_kl,distill_std_kl
single,True,0,T1,18432,18,31.107421875,0.0,-0.009786714799702168,15.351478576660156,2.734693765640259,0.00585421547293663,0.03759765625,0.0,0.0
single,True,0,T1,19456,19,12.446337699890137,1.0,0.000271097756922245,13.635627746582031,2.7328968048095703,0.00820580217987299,0.025390625,0.0,0.0
single,True,0,T1,20480,20,37.44689178466797,0.0,-0.005279824137687683,16.21642303466797,2.7307398319244385,0.0079887006431818,0.01123046875,0.0,0.0
single,True,0,T1,21504,21,26.149351119995117,0.0,-0.0024942439049482346,12.245205879211426,2.730854034423828,0.00807805173099041,0.053059895833333336,0.0,0.0
single,True,0,T1,22528,22,34.47919464111328,0.0,0.00527455098927021,13.758451461791992,2.7295339107513428,0.009239595383405685,0.051432291666666664,0.0,0.0
single,True,0,T1,23552,23,41.593414306640625,1.0,-0.001214073970913887,22.771743774414062,2.7284507751464844,0.008249946869909763,0.017252604166666668,0.0,0.0
single,True,0,T1,24576,24,13.016369819641113,1.0,0.009881041944026947,17.802936553955078,2.7284300327301025,0.008690175600349903,0.021484375,0.0,0.0
single,True,0,T1,25600,25,44.461265563964844,1.0,-0.0016560424119234085,18.74359130859375,2.7279741764068604,0.002758187474682927,0.016927083333333332,0.0,0.0
single,True,0,T1,26624,26,32.259010314941406,0.0,-0.003267747350037098,20.471588134765625,2.726668357849121,0.0027040094137191772,0.00016276041666666666,0.0,0.0
single,True,0,T1,27648,27,32.31250762939453,0.0,0.0039100609719753265,16.999547958374023,2.726179361343384,0.0012967500369995832,0.005045572916666667,0.0,0.0
single,True,0,T1,28672,28,34.521644592285156,0.0,0.0023006759583950043,15.350666046142578,2.7263662815093994,0.0011370282154530287,0.0,0.0,0.0
single,True,0,T1,29696,29,30.554401397705078,0.0,-0.002068793401122093,15.512351989746094,2.726864814758301,0.0006218692287802696,0.0,0.0,0.0
single,True,0,T1,30720,30,43.18076705932617,0.0,-0.011958129703998566,19.18040657043457,2.7267820835113525,0.006008602678775787,0.024251302083333332,0.0,0.0
single,True,0,T1,31744,31,37.6817512512207,0.0,0.003560030832886696,17.93317985534668,2.7268502712249756,0.003456695703789592,0.00244140625,0.0,0.0
single,True,0,T1,32768,32,39.1954231262207,0.0,-0.005823664367198944,15.235279083251953,2.726797342300415,0.004215690307319164,0.0011393229166666667,0.0,0.0
single,True,0,T1,33792,33,39.24247741699219,0.0,0.002919502556324005,16.77552604675293,2.7265024185180664,0.005094100721180439,0.010416666666666666,0.0,0.0
single,True,0,T1,34816,34,32.213443756103516,0.0,-0.008764857426285744,14.611967086791992,2.7265987396240234,0.0025307280011475086,0.0003255208333333333,0.0,0.0
single,True,0,T1,35840,35,45.6951904296875,0.0,-0.001364944502711296,19.123947143554688,2.726745843887329,0.0008794891182333231,0.0,0.0,0.0
single,True,0,T1,36864,36,35.61183166503906,0.0,-0.00023499224334955215,15.381650924682617,2.7267377376556396,0.00037692394107580185,0.0,0.0,0.0
single,True,0,T1,37888,37,37.13877868652344,0.0,-0.0016569234430789948,17.268474578857422,2.7266976833343506,0.00023069605231285095,0.0,0.0,0.0
single,True,0,T1,38912,38,30.918474197387695,0.0,-0.000475248321890831,19.429716110229492,2.726675033569336,0.0002354881726205349,0.0,0.0,0.0
single,True,0,T1,39936,39,39.42611312866211,0.0,5.50001859664917e-05,18.969276428222656,2.7266409397125244,9.052688255906105e-06,0.0,0.0,0.0
single,True,0,T3,1024,1,3.9306201934814453,0.0,-0.0070871999487280846,0.7404212951660156,2.7549543380737305,0.0023876947816461325,0.13411458333333334,0.0,0.0
single,True,0,T3,2048,2,5.692210674285889,0.0,-0.009840302169322968,1.833025336265564,2.7476236820220947,0.014739258214831352,0.115234375,0.0,0.0
single,True,0,T3,3072,3,9.884353637695312,0.0,0.011144697666168213,3.1790363788604736,2.7406599521636963,0.007103937678039074,0.038248697916666664,0.0,0.0
single,True,0,T3,4096,4,12.979787826538086,0.0,-0.00159373227506876,3.601846218109131,2.7416305541992188,0.0015918004792183638,0.041341145833333336,0.0,0.0
single,True,0,T3,5120,5,10.980369567871094,0.0,-0.004909129813313484,2.82763409614563,2.7427120208740234,0.0019803200848400593,0.050455729166666664,0.0,0.0
single,True,0,T3,6144,6,13.970030784606934,0.0,0.0023565683513879776,4.288845062255859,2.741098165512085,0.011190383695065975,0.048665364583333336,0.0,0.0
single,True,0,T3,7168,7,14.618724822998047,0.0,-0.0018073192331939936,3.4567863941192627,2.7418975830078125,0.002173729706555605,0.08203125,0.0,0.0
single,True,0,T3,8192,8,15.051717758178711,0.0,-0.005775634199380875,3.400570869445801,2.7433927059173584,0.003929678350687027,0.07486979166666667,0.0,0.0
single,True,0,T3,9216,9,17.8011474609375,0.0,-0.01772027090191841,4.724093914031982,2.745891809463501,0.00544516509398818,0.07047526041666667,0.0,0.0
single,True,0,T3,10240,10,19.08501434326172,0.0,-0.01132412999868393,5.49441385269165,2.7452096939086914,0.003522753482684493,0.046061197916666664,0.0,0.0
single,True,0,T3,11264,11,19.63782501220703,0.0,-0.0076409000903368,6.076644420623779,2.7469656467437744,0.010387512855231762,0.08089192708333333,0.0,0.0
single,True,0,T3,12288,12,22.942350387573242,0.0,-0.010670315474271774,6.9394001960754395,2.748483419418335,0.004294182173907757,0.05810546875,0.0,0.0
single,True,0,T3,13312,13,26.834714889526367,0.0,0.009866864420473576,9.479742050170898,2.743913412094116,0.010045056231319904,0.050944010416666664,0.0,0.0
single,True,0,T3,14336,14,30.138023376464844,0.0,-0.006992878392338753,13.21689224243164,2.736495018005371,0.008359592407941818,0.038411458333333336,0.0,0.0
single,True,0,T3,15360,15,21.596092224121094,0.0,-1.411139965057373e-05,17.935348510742188,2.732789993286133,0.007436918094754219,0.05224609375,0.0,0.0
single,True,0,T3,16384,16,10.038015365600586,1.0,0.0010480266064405441,16.986894607543945,2.7320566177368164,0.006025644019246101,0.028645833333333332,0.0,0.0
single,True,0,T3,17408,17,27.75347900390625,1.0,-0.010731054469943047,17.180877685546875,2.7308619022369385,0.008855368942022324,0.02978515625,0.0,0.0
single,True,0,T3,18432,18,24.230592727661133,1.0,0.005984801799058914,17.45237159729004,2.730760335922241,0.008836393244564533,0.032552083333333336,0.0,0.0
single,True,0,T3,19456,19,22.878252029418945,0.0,0.002070145681500435,16.18252944946289,2.729623556137085,0.0068097785115242004,0.03369140625,0.0,0.0
single,True,0,T3,20480,20,37.93144607543945,0.0,-0.010422087274491787,17.875686645507812,2.727811574935913,0.007369395345449448,0.04541015625,0.0,0.0
single,True,0,T3,21504,21,27.870986938476562,0.0,-0.001372823491692543,15.44647216796875,2.7267932891845703,0.008564166724681854,0.024251302083333332,0.0,0.0
single,True,0,T3,22528,22,17.773483276367188,1.0,0.006054431200027466,16.52782440185547,2.7265567779541016,0.00785189401358366,0.017252604166666668,0.0,0.0
single,True,0,T3,23552,23,10.072604179382324,1.0,0.0025595612823963165,14.564455032348633,2.7256925106048584,0.00623626122251153,0.026041666666666668,0.0,0.0
single,True,0,T3,24576,24,20.5933895111084,0.0,0.001228194683790207,15.926015853881836,2.725667953491211,0.007162246387451887,0.034505208333333336,0.0,0.0
single,True,0,T3,25600,25,36.177982330322266,0.0,0.0012896042317152023,18.114952087402344,2.7251203060150146,0.005809753201901913,0.005208333333333333,0.0,0.0
single,True,0,T3,26624,26,21.099872589111328,0.0,0.0017885547131299973,14.997624397277832,2.7242584228515625,0.0019146846607327461,0.005859375,0.0,0.0
single,True,0,T3,27648,27,40.89871597290039,0.0,-0.0016340278089046478,14.254097938537598,2.724130392074585,0.0018696191255003214,0.00537109375,0.0,0.0
single,True,0,T3,28672,28,31.157108306884766,0.0,-0.010442091152071953,15.614554405212402,2.72442626953125,0.005262765102088451,0.009765625,0.0,0.0
single,True,0,T3,29696,29,38.58930969238281,0.0,-0.0014672353863716125,13.20035171508789,2.7244415283203125,0.0002707396633923054,0.0,0.0,0.0
single,True,0,T3,30720,30,43.077728271484375,0.0,-0.0021691136062145233,20.497102737426758,2.7244226932525635,0.001802012324333191,0.0021158854166666665,0.0,0.0
single,True,0,T3,31744,31,10.928190231323242,1.0,0.00015814881771802902,14.802754402160645,2.7245118618011475,0.001923475181683898,0.0016276041666666667,0.0,0.0
single,True,0,T3,32768,32,20.626922607421875,1.0,-0.0009415852837264538,15.755898475646973,2.7245588302612305,0.001147986389696598,0.0,0.0,0.0
single,True,0,T3,33792,33,33.837982177734375,0.0,-0.002227531746029854,15.799215316772461,2.724437952041626,0.003350762417539954,0.0011393229166666667,0.0,0.0
single,True,0,T3,34816,34,32.21714401245117,0.0,-0.002172078937292099,14.990545272827148,2.724336862564087,0.0006715222261846066,0.0,0.0,0.0
single,True,0,T3,35840,35,32.94308853149414,0.0,-0.002459433861076832,19.644977569580078,2.724393606185913,0.0006526410579681396,0.0,0.0,0.0
single,True,0,T3,36864,36,29.754907608032227,0.0,-0.001133202575147152,16.469675064086914,2.7244393825531006,0.0006488936487585306,0.0,0.0,0.0
single,True,0,T3,37888,37,17.601457595825195,1.0,-0.0005002189427614212,15.873257637023926,2.7244374752044678,0.00015289080329239368,0.0,0.0,0.0
single,True,0,T3,38912,38,10.874934196472168,1.0,-0.0006909482181072235,13.634984970092773,2.724497079849243,5.0735194236040115e-05,0.0,0.0,0.0
single,True,0,T3,39936,39,32.38024139404297,0.0,-0.0016133030876517296,14.739028930664062,2.724494695663452,5.6200893595814705e-05,0.0,0.0,0.0
multitask,True,0,joint,1024,1,10.56087875366211,0.0,0.008733350783586502,3.6823904514312744,2.758016347885132,0.009401793591678143,0.08951822916666667,0.0,0.0
multitask,True,0,joint,2048,2,7.093945026397705,0.0,-0.01833162270486355,3.4931728839874268,2.7562503814697266,0.004562776535749435,0.06803385416666667,0.0,0.0
multitask,True,0,joint,3072,3,3.4749670028686523,0.0,-0.007038228213787079,0.5112118124961853,2.7526814937591553,0.005046118050813675,0.048014322916666664,0.0,0.0
multitask,True,0,joint,4096,4,12.327680587768555,0.0,-0.00818504299968481,3.1018033027648926,2.740359306335449,0.0076500847935676575,0.050944010416666664,0.0,0.0
multitask,True,0,joint,5120,5,12.567056655883789,0.0,-0.007938690483570099,2.151378631591797,2.7371273040771484,0.004587114788591862,0.046223958333333336,0.0,0.0
multitask,True,0,joint,6144,6,7.251550674438477,0.0,0.004496194422245026,1.2415691614151,2.7379777431488037,0.009646965190768242,0.06722005208333333,0.0,0.0
multitask,True,0,joint,7168,7,8.809808731079102,0.0,0.012499324046075344,1.9221394062042236,2.73746657371521,0.010480640456080437,0.060546875,0.0,0.0
multitask,True,0,joint,8192,8,11.271111488342285,0.0,-0.008170371875166893,2.3968610763549805,2.7370262145996094,0.007345450576394796,0.061197916666666664,0.0,0.0
multitask,True,0,joint,9216,9,13.219582557678223,0.0,0.00179310142993927,2.7936549186706543,2.739755630493164,0.006613553501665592,0.04541015625,0.0,0.0
multitask,True,0,joint,10240,10,14.854825973510742,0.0,0.0014468138106167316,2.766728639602661,2.740694284439087,0.009338179603219032,0.032063802083333336,0.0,0.0
multitask,True,0,joint,11264,11,12.121379852294922,0.0,-0.007036322727799416,2.7026870250701904,2.742400884628296,0.011115102097392082,0.056803385416666664,0.0,0.0
multitask,True,0,joint,12288,12,14.13848876953125,0.0,0.006417017430067062,2.483581304550171,2.7480885982513428,0.003742196364328265,0.028483072916666668,0.0,0.0
multitask,True,0,joint,13312,13,12.686637878417969,0.0,0.0013014967553317547,2.391904354095459,2.752577781677246,0.01182959508150816,0.06949869791666667,0.0,0.0
multitask,True,0,joint,14336,14,14.614603042602539,0.0,-0.01134895533323288,4.048073768615723,2.7518842220306396,0.010504929348826408,0.07389322916666667,0.0,0.0
multitask,True,0,joint,15360,15,21.278194427490234,0.0,0.002071019262075424,7.816707611083984,2.751506805419922,0.008977079764008522,0.07535807291666667,0.0,0.0
multitask,True,0,joint,16384,16,11.696163177490234,0.0,-0.007764678448438644,10.764216423034668,2.752248525619507,0.011868181638419628,0.09326171875,0.0,0.0
multitask,True,0,joint,17408,17,21.834836959838867,1.0,0.001458343118429184,11.004304885864258,2.751593589782715,0.009799333289265633,0.10709635416666667,0.0,0.0
multitask,True,0,joint,18432,18,17.641223907470703,0.0,-0.0020643379539251328,14.279809951782227,2.750263214111328,0.009050031192600727,0.1328125,0.0,0.0
multitask,True,0,joint,19456,19,23.988079071044922,1.0,-0.011598007753491402,15.969975471496582,2.7486531734466553,0.008395139127969742,0.08284505208333333,0.0,0.0
multitask,True,0,joint,20480,20,29.171340942382812,0.0,0.0022860709577798843,12.10516357421875,2.7478220462799072,0.007957306690514088,0.054524739583333336,0.0,0.0
multitask,True,0,joint,21504,21,28.285024642944336,0.0,-0.012145310640335083,10.26672077178955,2.7470343112945557,0.004485263489186764,0.053873697916666664,0.0,0.0
multitask,True,0,joint,22528,22,14.167109489440918,1.0,-0.004781244322657585,8.384225845336914,2.7439305782318115,0.00474629458039999,0.021809895833333332,0.0,0.0
multitask,True,0,joint,23552,23,28.865034103393555,0.0,-0.006276283413171768,10.174949645996094,2.741098642349243,0.007312283851206303,0.053873697916666664,0.0,0.0
multitask,True,0,joint,24576,24,18.02511978149414,0.0,-0.008500859141349792,16.609018325805664,2.7378785610198975,0.005201120860874653,0.043619791666666664,0.0,0.0
multitask,True,0,joint,25600,25,30.060617446899414,0.0,-0.012111825868487358,14.298279762268066,2.736063241958618,0.008946768939495087,0.040364583333333336,0.0,0.0
multitask,True,0,joint,26624,26,28.16217041015625,0.0,0.0003320164978504181,12.822505950927734,2.735222101211548,0.006247092038393021,0.048177083333333336,0.0,0.0
multitask,True,0,joint,27648,27,29.042327880859375,0.0,-0.002583075314760208,11.820693016052246,2.733903646469116,0.0061810496263206005,0.024088541666666668,0.0,0.0
multitask,True,0,joint,28672,28,38.00053405761719,0.0,-0.0020827320404350758,17.27792739868164,2.7319090366363525,0.0033850627951323986,0.011881510416666666,0.0,0.0
multitask,True,0,joint,29696,29,21.847312927246094,1.0,-0.0030706170946359634,10.770875930786133,2.7310686111450195,0.004232015460729599,0.02197265625,0.0,0.0
multitask,True,0,joint,30720,30,31.60431671142578,1.0,-0.005103512667119503,15.528465270996094,2.7321665287017822,0.009556007571518421,0.056315104166666664,0.0,0.0
multitask,True,0,joint,31744,31,28.104740142822266,0.0,-0.009658904746174812,11.314615249633789,2.732245445251465,0.007401685230433941,0.023763020833333332,0.0,0.0
multitask,True,0,joint,32768,32,9.146764755249023,1.0,0.004186435602605343,9.136178970336914,2.7307164669036865,0.0070191798731684685,0.01611328125,0.0,0.0
multitask,True,0,joint,33792,33,23.916894912719727,0.0,-0.012726737186312675,11.869686126708984,2.730266809463501,0.008405599743127823,0.024251302083333332,0.0,0.0
multitask,True,0,joint,34816,34,20.644155502319336,1.0,-0.006461396347731352,15.796878814697266,2.7313363552093506,0.008103572763502598,0.021647135416666668,0.0,0.0
multitask,True,0,joint,35840,35,30.573474884033203,0.0,-0.010172841139137745,15.64793586730957,2.7315008640289307,0.003216714132577181,0.00732421875,0.0,0.0
multitask,True,0,joint,36864,36,16.45357322692871,1.0,-0.009813274256885052,10.842371940612793,2.7295761108398438,0.007735795341432095,0.06901041666666667,0.0,0.0
multitask,True,0,joint,37888,37,39.724082946777344,0.0,-0.006119906902313232,15.208123207092285,2.727216958999634,0.003782927058637142,0.022786458333333332,0.0,0.0
multitask,True,0,joint,38912,38,22.97672462463379,0.0,-0.00533154234290123,11.7133207321167,2.7259981632232666,0.010375574231147766,0.03662109375,0.0,0.0
multitask,True,0,joint,39936,39,31.75764274597168,0.0,-0.001765156164765358,13.874910354614258,2.7251930236816406,0.0009442279115319252,0.0,0.0,0.0
multitask,True,0,joint,40960,40,10.524773597717285,1.0,-0.005112560465931892,14.042960166931152,2.7250115871429443,0.0031926508527249098,0.0009765625,0.0,0.0
multitask,True,0,joint,41984,41,34.72225570678711,0.0,-0.00487879803404212,13.627840995788574,2.7245404720306396,0.008470548316836357,0.035481770833333336,0.0,0.0
multitask,True,0,joint,43008,42,26.315717697143555,0.0,-0.0007274597883224487,12.119501113891602,2.7238733768463135,0.0059035904705524445,0.037760416666666664,0.0,0.0
multitask,True,0,joint,44032,43,29.785194396972656,0.0,-0.005229037255048752,14.951415061950684,2.7239534854888916,0.008237026631832123,0.0166015625,0.0,0.0
multitask,True,0,joint,45056,44,9.980544090270996,1.0,0.010629510506987572,13.5189208984375,2.7241499423980713,0.006553556304425001,0.009765625,0.0,0.0
multitask,True,0,joint,46080,45,24.164037704467773,0.5,-0.014210782945156097,12.99866008758545,2.7243173122406006,0.006207978818565607,0.05517578125,0.0,0.0
multitask,True,0,joint,47104,46,23.4210205078125,0.5,-0.006200370378792286,10.189943313598633,2.7242414951324463,0.0054091718047857285,0.049479166666666664,0.0,0.0
multitask,True,0,joint,48128,47,26.569629669189453,0.0,-0.017066366970539093,11.345316886901855,2.724649667739868,0.010466055944561958,0.058919270833333336,0.0,0.0
multitask,True,0,joint,49152,48,27.84903335571289,0.0,9.783729910850525e-05,14.900323867797852,2.725126028060913,0.004850461147725582,0.0244140625,0.0,0.0
multitask,True,0,joint,50176,49,12.947615623474121,1.0,0.0013995980843901634,15.31556224822998,2.7253949642181396,0.004424759186804295,0.00439453125,0.0,0.0
multitask,True,0,joint,51200,50,39.484947204589844,0.0,-0.005612263455986977,13.717872619628906,2.72640061378479,0.003992426674813032,0.009114583333333334,0.0,0.0
multitask,True,0,joint,52224,51,35.80744552612305,0.0,-0.005831338465213776,16.098299026489258,2.727213144302368,0.005189481191337109,0.004069010416666667,0.0,0.0
multitask,True,0,joint,53248,52,22.72494125366211,0.5,-0.0055226851254701614,12.917720794677734,2.727174997329712,0.002406390616670251,0.0008138020833333334,0.0,0.0
multitask,True,0,joint,54272,53,32.784400939941406,0.0,-0.001958142966032028,14.353150367736816,2.727005958557129,0.006640430074185133,0.0107421875,0.0,0.0
multitask,True,0,joint,55296,54,28.68560791015625,0.0,-0.001481456682085991,14.72659683227539,2.72682785987854,0.004904642701148987,0.009928385416666666,0.0,0.0
multitask,True,0,joint,56320,55,40.59639358520508,0.0,-0.0018350090831518173,12.63980770111084,2.726491689682007,0.0007390363607555628,0.0,0.0,0.0
multitask,True,0,joint,57344,56,42.23915100097656,0.0,-0.010922960937023163,11.997079849243164,2.7255842685699463,0.00878220982849598,0.0615234375,0.0,0.0
multitask,True,0,joint,58368,57,31.56920051574707,0.0,-0.0161588191986084,15.258651733398438,2.725538492202759,0.007335382513701916,0.031575520833333336,0.0,0.0
multitask,True,0,joint,59392,58,32.984703063964844,0.0,-0.0020944117568433285,15.662734031677246,2.725788116455078,0.00418753270059824,0.007649739583333333,0.0,0.0
multitask,True,0,joint,60416,59,27.599884033203125,0.0,-0.007681671530008316,15.19253158569336,2.7257044315338135,0.003367418423295021,0.007649739583333333,0.0,0.0
multitask,True,0,joint,61440,60,36.78554153442383,0.0,-0.006200429052114487,16.757301330566406,2.725621223449707,0.0053452723659574986,0.012858072916666666,0.0,0.0
multitask,True,0,joint,62464,61,35.738956451416016,0.0,-0.0061399913392961025,14.608501434326172,2.7254393100738525,0.008015497587621212,0.021321614583333332,0.0,0.0
multitask,True,0,joint,63488,62,10.51109504699707,1.0,-0.012661080807447433,13.239784240722656,2.7257158756256104,0.004469389095902443,0.005533854166666667,0.0,0.0
multitask,True,0,joint,64512,63,22.242027282714844,1.0,-0.012284554541110992,17.837594985961914,2.7257165908813477,0.013188611716032028,0.07763671875,0.0,0.0
multitask,True,0,joint,65536,64,39.19093322753906,0.0,-0.007534542120993137,20.48643684387207,2.7259445190429688,0.006963265594094992,0.01220703125,0.0,0.0
multitask,True,0,joint,66560,65,13.500571250915527,1.0,-0.02293737605214119,17.49936294555664,2.725637435913086,0.010569357313215733,0.06949869791666667,0.0,0.0
multitask,True,0,joint,67584,66,35.174766540527344,0.0,-0.004593792371451855,17.083436965942383,2.7253332138061523,0.008224021643400192,0.04150390625,0.0,0.0
multitask,True,0,joint,68608,67,47.06856155395508,0.0,-0.0007975269109010696,18.849172592163086,2.725296974182129,0.002233973704278469,0.0008138020833333334,0.0,0.0
multitask,True,0,joint,69632,68,33.3273811340332,0.0,-0.006779458373785019,14.44383430480957,2.7248456478118896,0.0030300619546324015,0.0013020833333333333,0.0,0.0
multitask,True,0,joint,70656,69,42.7231330871582,0.0,-0.010253285989165306,21.34859848022461,2.7245371341705322,0.002194150583818555,0.0006510416666666666,0.0,0.0
multitask,True,0,joint,71680,70,40.97864532470703,0.0,-0.008958769962191582,18.019994735717773,2.7243974208831787,0.007361368276178837,0.014811197916666666,0.0,0.0
multitask,True,0,joint,72704,71,29.593782424926758,0.0,-0.006169416010379791,17.224130630493164,2.724111557006836,0.007038657553493977,0.017415364583333332,0.0,0.0
multitask,True,0,joint,73728,72,32.453529357910156,0.0,-0.0017402563244104385,14.429896354675293,2.7239248752593994,0.005532393231987953,0.008626302083333334,0.0,0.0
multitask,True,0,joint,74752,73,39.74293518066406,0.0,-0.004598277620971203,16.584747314453125,2.7241055965423584,0.005819326266646385,0.009440104166666666,0.0,0.0
multitask,True,0,joint,75776,74,27.456926345825195,0.0,-0.006436149589717388,16.594093322753906,2.7240312099456787,0.0009949824307113886,0.0,0.0,0.0
multitask,True,0,joint,76800,75,35.97909164428711,0.0,-0.001184362918138504,20.208934783935547,2.724027395248413,0.0006525637581944466,0.0,0.0,0.0
multitask,True,0,joint,77824,76,26.75041389465332,0.0,-0.0035258345305919647,17.381181716918945,2.724138021469116,0.0004926882684230804,0.0,0.0,0.0
multitask,True,0,joint,78848,77,38.5948371887207,0.0,-5.209818482398987e-05,17.881046295166016,2.7241430282592773,0.0005897881928831339,0.0,0.0,0.0
multitask,True,0,joint,79872,78,29.76825523376465,0.0,3.836676478385925e-05,16.893535614013672,2.724151849746704,3.287196159362793e-05,0.0,0.0,0.0
finetune,True,0,T1,1024,1,1.7000460624694824,0.0,0.007713053375482559,0.04358552023768425,2.7533035278320312,0.008447145111858845,0.10188802083333333,0.0,0.0
finetune,True,0,T1,2048,2,1.928008794784546,0.0,-0.021098751574754715,0.13162627816200256,2.75594425201416,0.009549403563141823,0.15999348958333334,0.0,0.0
finetune,True,0,T1,3072,3,2.555546283721924,0.0,-0.008290624246001244,0.10099661350250244,2.756873846054077,0.00864588562399149,0.07194010416666667,0.0,0.0
finetune,True,0,T1,4096,4,3.3955202102661133,0.0,-0.005571089684963226,0.14224773645401,2.756164312362671,0.0073019349947571754,0.08805338541666667,0.0,0.0
finetune,True,0,T1,5120,5,6.830046653747559,0.0,-0.002343110740184784,0.8093948364257812,2.7559242248535156,0.01926669292151928,0.1513671875,0.0,0.0
finetune,True,0,T1,6144,6,11.60504150390625,0.0,-0.008070023730397224,3.02902889251709,2.749192953109741,0.006107497029006481,0.05322265625,0.0,0.0
finetune,True,0,T1,7168,7,11.99216365814209,1.0,-0.012919905595481396,2.370455503463745,2.744645833969116,0.0030503415036946535,0.07828776041666667,0.0,0.0
finetune,True,0,T1,8192,8,9.219547271728516,0.0,-0.008875694125890732,5.080659866333008,2.742889404296875,0.009200554341077805,0.10823567708333333,0.0,0.0
finetune,True,0,T1,9216,9,14.760538101196289,1.0,-0.01001013070344925,7.630459785461426,2.743138313293457,0.00679212948307395,0.05322265625,0.0,0.0
finetune,True,0,T1,10240,10,15.39631462097168,1.0,-0.008585043251514435,8.766587257385254,2.7449357509613037,0.0053169624879956245,0.06494140625,0.0,0.0
finetune,True,0,T1,11264,11,15.983980178833008,1.0,-0.0023925844579935074,10.509185791015625,2.743623733520508,0.002287747338414192,0.037272135416666664,0.0,0.0
finetune,True,0,T1,12288,12,15.884947776794434,1.0,-0.0038154423236846924,8.087100982666016,2.737830877304077,0.006343496963381767,0.049967447916666664,0.0,0.0
finetune,True,0,T1,13312,13,25.52028465270996,0.0,-0.003991775214672089,7.463588237762451,2.736599922180176,0.006313378922641277,0.049967447916666664,0.0,0.0
finetune,True,0,T1,14336,14,33.45941162109375,1.0,-0.006152065470814705,10.749695777893066,2.739063024520874,0.009845181368291378,0.027018229166666668,0.0,0.0
finetune,True,0,T1,15360,15,20.297922134399414,1.0,-0.009757723659276962,16.21198272705078,2.7388932704925537,0.003601185977458954,0.08219401041666667,0.0,0.0
finetune,True,0,T1,16384,16,10.181923866271973,1.0,0.009367767721414566,12.00576400756836,2.7373697757720947,0.0139165623113513,0.08577473958333333,0.0,0.0
finetune,True,0,T1,17408,17,32.74172592163086,0.0,-0.01265095267444849,23.112571716308594,2.735330820083618,0.006145036779344082,0.056315104166666664,0.0,0.0
finetune,True,0,T1,18432,18,31.107421875,0.0,-0.009786714799702168,15.351478576660156,2.734693765640259,0.00585421547293663,0.03759765625,0.0,0.0
finetune,True,0,T1,19456,19,12.446337699890137,1.0,0.000271097756922245,13.635627746582031,2.7328968048095703,0.00820580217987299,0.025390625,0.0,0.0
