method,use_morphology,stage,eval_task,success_mean,success_std,return_mean,return_std,seeds
multitask,False,after_joint,T1,0.26749999999999996,0.43970476205947306,9.870553099141128,9.40536993703133,10
multitask,False,after_joint,T3,0.35750000000000004,0.4227965757245965,12.398755627146812,13.445602463101125,10
multitask,True,after_joint,T1,0.6425,0.395644691891882,19.471418035876134,10.67278168493063,10
multitask,True,after_joint,T3,0.905,0.1284523257866513,23.991448179346754,1.8033282690306565,10
